timeStamp,elapsed,label,responseCode,responseMessage,threadName,success,failureMessage,bytes,grpThreads,allThreads,Latency,SampleCount,ErrorCount,Hostname
1596720622773,14,goto_Main,200,,3_HW_clearGuestbookHistory 1-1,text,true,,22653,116,1,1,http://localhost:8080/,13,0,1
1596720622834,9,goto_guestbook,200,,3_HW_clearGuestbookHistory 1-1,text,true,,4112,130,1,1,http://localhost:8080/guestbook.html,9,0,0
1596720622844,6,goto_Main,200,,3_HW_clearGuestbookHistory 1-1,text,true,,22653,116,1,1,http://localhost:8080/,6,0,0
1596720622851,4,goto_guestbook,200,,3_HW_clearGuestbookHistory 1-1,text,true,,4112,130,1,1,http://localhost:8080/guestbook.html,4,0,0
1596720623356,5,goto_Main,200,,3_HW_clearGuestbookHistory 1-1,text,true,,22653,116,1,1,http://localhost:8080/,4,0,0
1596720623362,4,goto_guestbook,200,,3_HW_clearGuestbookHistory 1-1,text,true,,4112,130,1,1,http://localhost:8080/guestbook.html,4,0,0
1596720623868,5,goto_Main,200,,3_HW_clearGuestbookHistory 1-1,text,true,,22653,116,1,1,http://localhost:8080/,4,0,0
1596720623874,6,goto_guestbook,200,,3_HW_clearGuestbookHistory 1-1,text,true,,4112,130,1,1,http://localhost:8080/guestbook.html,6,0,0
1596720624382,5,goto_Main,200,,3_HW_clearGuestbookHistory 1-1,text,true,,22653,116,1,1,http://localhost:8080/,5,0,0
1596720624388,4,goto_guestbook,200,,3_HW_clearGuestbookHistory 1-1,text,true,,4112,130,1,1,http://localhost:8080/guestbook.html,4,0,0
1596720624894,5,goto_Main,200,,3_HW_clearGuestbookHistory 1-1,text,true,,22653,116,1,1,http://localhost:8080/,5,0,0
1596720624900,5,goto_guestbook,200,,3_HW_clearGuestbookHistory 1-1,text,true,,4112,130,1,1,http://localhost:8080/guestbook.html,5,0,0
1596720625406,7,goto_Main,200,,3_HW_clearGuestbookHistory 1-1,text,true,,22653,116,1,1,http://localhost:8080/,6,0,0
1596720625414,4,goto_guestbook,200,,3_HW_clearGuestbookHistory 1-1,text,true,,4112,130,1,1,http://localhost:8080/guestbook.html,4,0,0
1596720625920,7,goto_Main,200,,3_HW_clearGuestbookHistory 1-1,text,true,,22653,116,1,1,http://localhost:8080/,7,0,0
1596720625933,5,goto_guestbook,200,,3_HW_clearGuestbookHistory 1-1,text,true,,4112,130,1,1,http://localhost:8080/guestbook.html,5,0,0
1596720626439,5,goto_Main,200,,3_HW_clearGuestbookHistory 1-1,text,true,,22653,116,1,1,http://localhost:8080/,4,0,0
1596720626445,5,goto_guestbook,200,,3_HW_clearGuestbookHistory 1-1,text,true,,4112,130,1,1,http://localhost:8080/guestbook.html,5,0,0
1596720626951,5,goto_Main,200,,3_HW_clearGuestbookHistory 1-1,text,true,,22653,116,1,1,http://localhost:8080/,5,0,0
