timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1596720651946,76369,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720651946,6536,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720651946,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720652947,76371,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720652947,10836,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720652947,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720653947,76379,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720653947,7913,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720653947,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720654947,76379,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720654947,8898,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720654947,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720655947,76400,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720655947,7284,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720655947,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720656947,76402,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720656947,7320,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720656947,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720657947,76396,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720657947,8436,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720657947,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720658947,76396,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720658947,13112,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720658947,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720659947,76387,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720659947,6286,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720659947,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720660947,76387,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720660947,10663,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720660947,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720661947,76387,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720661947,4233,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720661947,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720662947,76386,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720662947,6658,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720662947,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720663947,76440,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720663947,16406,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720663947,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720664947,76441,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720664947,12391,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720664947,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720665947,76442,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720665947,9843,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720665947,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720666948,76468,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720666948,7692,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720666948,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720667948,76461,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720667948,10707,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720667948,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720668948,76460,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720668948,9013,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720668948,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720669948,76460,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720669948,8032,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720669948,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720670949,76459,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720670949,7440,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720670949,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720671949,76463,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720671949,7692,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720671949,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720672949,76467,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720672949,18229,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720672949,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720673949,76464,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
